DLS C6-C7,L C7,R C7,L Neck problems,neck pain,R neck,L Shoulder problems,L Shoulder trouble,R Shoulder problems,R Shoulder trouble,L Elbow problems,R Elbow trouble,L Arm,L Wrist problems,R Wrist problems,L lower arm disorders,R lower arm disorders,L Hand problems,R Hand problems,L bend of arm problems,R Armband,R bend of arm discomfort,L Medial elbow problems,R Medial elbow problems,L Finger trouble,R Finger trouble
-0.56242,0.20099,-0.669958,0.018574,1.260868,-1.741317,0.54091,0.000196,0.608352,0.199546,-0.076775,0.329797,-0.567647,0.521305,-0.040891,-0.417054,-0.932954,0.266754,0.729602,-0.386998,-0.366283,0.21677,0.657422,-0.201463,0.529144,-0.271046
-1.00701,1.490345,-0.716968,-0.850001,1.117234,-0.862617,0.565556,0.964796,0.174726,0.400896,0.268683,-0.102668,-0.864707,0.778901,0.54069,1.149484,-0.80355,1.615865,0.384388,0.625149,1.41144,0.446108,0.012352,-0.557418,-1.184742,-0.823052
-0.793727,0.177459,-0.508991,-0.667308,-0.415331,-0.377488,0.870679,-0.39232,-0.342302,0.407215,-0.805824,0.51558,-0.970921,0.658917,0.001777,0.956777,0.271133,1.174366,0.591744,0.410114,-0.97617,0.67001,1.177135,-1.257796,0.222422,-0.520692
-0.280621,-1.32694,-0.821545,1.199341,0.044482,-0.079785,-0.804679,0.231414,-0.117822,0.313163,0.795418,-0.613004,1.043966,-0.985073,0.13109,-0.545509,-0.809545,-1.133542,1.080958,0.688836,-0.411633,-0.29951,-0.302,-0.003776,-1.041391,-1.086479
-0.970664,0.420354,-0.452996,-0.11568,0.646288,-0.65358,-0.068054,-0.076658,1.298236,0.66583,-0.724091,-0.342245,-0.158615,-0.396647,0.297506,-1.234418,0.077331,-0.163954,-0.24646,-0.785583,0.480994,0.507799,-0.143552,0.25828,-0.503676,-0.39361
-1.126308,1.010818,0.360287,-0.478935,-0.669299,0.647498,1.17804,-0.024567,0.153255,-1.216653,0.500735,0.452912,-0.610335,0.179513,-0.791245,0.66043,0.480541,0.54853,0.172935,0.633097,-1.361341,-0.865545,0.938026,-0.897976,1.427371,0.473331
-0.747039,0.958311,-1.053325,-0.313678,0.664052,0.698228,1.466968,0.990937,-0.124476,0.384622,-0.781468,-0.795046,-0.456762,-0.003836,0.674626,1.331643,-1.015233,1.044633,-1.061967,-0.632126,-0.698974,0.721281,0.891514,-0.40643,-0.926529,-1.409189
0.673925,-0.343799,0.906372,0.703548,0.620764,1.097697,0.171354,-0.834334,0.968832,0.0547,0.922363,-0.75922,-0.389395,-0.609217,-0.207748,-0.259229,0.937391,0.907641,-0.521999,-0.08603,1.61091,-0.763921,-0.189699,-0.289397,0.134745,-0.16835
-0.192339,-0.036485,0.457931,0.544984,-1.435021,0.295205,0.278912,0.2443,0.553717,0.150516,-0.110324,-0.23028,-0.29892,0.138661,-0.316392,0.049922,0.525732,0.720479,0.790308,-1.014324,0.557257,-0.066204,-0.606597,1.004106,1.241141,-0.303815
-0.344701,0.588464,0.664972,-0.613712,0.331889,0.714876,0.205508,1.159873,1.027714,-0.978892,-0.321786,-0.288522,0.4092,-0.692721,-0.498587,0.236484,0.035841,-0.888137,-0.5862,0.8451,-0.193696,-0.506429,0.41596,-0.987052,0.796856,0.809736
-0.559357,1.305931,1.056263,-0.223412,-0.066994,0.133221,1.011733,0.543345,0.240708,0.152708,-0.310517,-0.061009,-1.460552,-1.64424,0.277922,0.633398,0.567576,-0.32102,-0.951047,1.249638,0.858113,1.197336,0.714918,0.858142,0.678315,0.456627
0.52315,-0.488721,0.133251,-0.334763,0.624734,-0.161686,-0.468865,0.833103,-0.495589,-0.292395,0.024294,-0.12041,-0.651638,-0.609584,0.439646,0.060225,0.092408,0.303458,0.983835,-1.414735,0.524383,-0.613026,-0.314434,-0.689932,-0.962428,-0.228411
-1.374243,1.269551,-0.9103,-0.438098,0.681943,-1.218585,0.647137,-0.143024,0.118607,0.082265,1.112033,-1.063321,-1.369776,0.642793,-0.080642,0.499259,-0.302777,1.484739,1.177929,1.000711,0.215242,0.905396,0.775511,-1.05058,1.397735,-0.898236
-1.098834,0.04375,-0.274578,-0.956097,0.415143,0.628235,-0.152693,-0.029261,0.949191,-0.657573,0.969331,-0.905482,-0.066037,-0.050857,-0.385289,0.084815,0.282395,-0.002943,0.035881,0.033928,-0.547626,-0.050696,1.146551,1.124298,-0.545188,-1.621811
1.233814,-0.650554,-1.167992,1.002613,0.381565,-0.987723,0.957087,-0.836941,0.240176,0.054177,1.048046,0.078393,0.205401,-0.53386,1.304101,-0.651902,-0.2874,-0.790225,0.755785,-0.610626,-0.476343,-0.045291,-0.888897,-1.093019,-0.615353,-0.635406
0.262094,0.189597,-0.011062,-1.213063,-0.134874,0.541012,0.362292,0.805877,-1.081651,-1.455963,-0.764851,-0.316894,0.625885,-0.264767,-0.838572,0.772725,0.284154,0.631427,0.549682,0.188037,0.624335,-0.009951,-0.110305,0.813729,-0.669591,-0.10678
-0.494761,0.315444,-1.048577,-0.236711,0.89729,-0.914024,0.126683,1.106859,-0.665723,0.294192,0.085172,-0.847373,0.513795,-1.390781,1.474395,0.410452,-0.392347,0.431346,-0.808564,-0.13367,-0.179816,1.474749,0.057702,1.075015,1.001004,-0.517909
0.494278,-0.795956,1.243938,1.256132,-1.63207,-0.071985,-0.993372,-0.345549,1.042295,-0.725638,1.093494,1.006512,0.625992,-0.552793,0.385164,-0.443254,0.44571,-0.305324,-0.713636,-0.874939,1.672222,-0.522806,-0.432443,-0.661317,0.715265,0.426222
0.813531,-0.593252,0.305474,-0.836012,-0.775582,-1.230504,-0.89772,-0.716367,-0.980561,-0.69985,1.260219,0.313908,0.656007,0.206582,0.703414,-1.453128,0.126377,-0.434407,0.991314,-0.979684,3e-05,-0.426974,-0.399375,-0.578824,-0.566573,0.240144
0.561429,0.399247,-0.372211,0.396116,-0.15994,-0.6528,0.553741,-1.04021,-0.097971,0.548286,1.057893,-0.094557,0.481733,0.237566,0.817322,1.440541,-0.016991,0.659365,-1.231471,-0.538732,1.213607,0.518267,0.471743,-0.415889,0.293511,-0.472919
-0.783718,-0.77126,0.64293,0.093047,-0.421781,0.822582,0.033489,0.233361,0.152547,-0.77934,0.135185,-0.824579,0.840067,-1.094296,-1.020637,1.180835,-0.830817,0.675507,-1.176031,-0.088187,0.599487,-0.858287,-0.025948,-0.206852,-1.560852,0.205781
0.515543,0.1041,0.306057,-0.637341,0.764437,0.306883,-0.311316,-0.788076,0.133164,-0.534131,-0.416166,-0.349327,-1.172335,-0.137561,-1.128516,0.876059,0.609499,-1.32888,-0.606565,-0.532099,-0.68995,0.141193,-0.850969,-0.730581,0.880261,0.953002
-0.604552,0.438391,0.444193,0.825229,-0.620658,0.50377,-0.858825,-0.015266,0.281157,-0.241401,0.343469,0.055656,-0.350344,-0.460193,-0.102577,-0.90605,0.556286,-0.538736,-0.129115,0.657122,0.946011,0.654458,-0.601911,0.380533,0.040276,0.566151
-0.643177,-0.225516,-0.58252,1.148149,0.640442,0.097009,-0.341256,-0.39077,-0.056433,-0.767278,0.967752,-0.510579,-0.070554,0.637894,-0.620784,0.813132,-0.246091,-0.459355,0.68061,0.075622,0.880957,-0.72626,-0.713104,0.509174,0.524093,-1.428226
-3.543313,0.072431,-0.121782,1.359767,0.896393,-0.683715,-0.495462,1.267244,-0.906102,-0.490578,1.0457,0.358621,-0.766799,-0.376882,0.42866,-0.647149,-0.129013,-0.028066,-0.3351,0.966455,-0.214082,-0.358566,-0.851509,0.041295,-1.384698,-0.041646
-0.363021,-0.044836,0.979626,0.707167,-0.720514,-1.057333,0.367912,1.091999,0.313674,0.027784,0.992003,0.237103,1.241914,0.495796,0.149248,0.348875,-0.233367,-0.545699,-0.33761,-1.243504,1.194004,-0.477664,-1.0452,0.412094,-0.337871,0.027751
-0.833544,-0.98051,0.952347,0.985094,-1.801198,0.103888,-0.972213,-0.550711,0.833072,-0.572436,-0.465099,0.815406,1.053199,-1.462414,-0.56393,-0.706628,0.921259,0.014425,-0.211954,-1.44198,0.022832,-1.035575,-0.086997,0.095172,-0.524523,0.789254
-0.387197,-0.416336,1.343872,-0.914192,0.93525,0.440555,0.321656,-0.922059,0.936195,0.288166,1.12188,0.919168,-0.40816,-1.140272,-0.681326,0.410762,1.314853,1.041785,-0.041607,0.534823,-0.654701,-0.251628,0.023051,0.127373,0.34468,0.553278
-0.589296,0.222759,-0.059668,0.30946,-0.392756,-0.988491,-0.434146,-0.192852,-0.054222,1.035529,-1.022067,-0.384883,-0.775671,0.388856,-0.428806,0.82508,0.860725,-0.464836,0.903634,-0.365319,0.611828,0.865623,-0.244244,0.843662,-0.586837,0.152703
1.008712,-0.646503,0.37297,0.188796,-0.682138,0.620542,1.089658,-0.109614,0.409702,-1.068893,-0.391731,0.136981,0.695914,-0.83408,-0.929648,-0.288157,1.140258,-0.385046,-0.824424,-0.780987,-0.745682,-0.316447,-0.779162,0.973621,1.141541,-1.246577
-0.120203,-0.222444,1.420269,0.099436,-0.832337,-0.013599,-0.72733,-0.658975,1.091771,-0.738255,0.935819,0.564212,0.700998,0.735384,-0.444996,0.47206,1.01394,0.193634,-1.092717,0.847834,1.048134,-0.498199,-0.675454,-0.963188,-1.256011,0.922199
1.552316,-0.705833,-0.471102,-0.87997,-0.915433,0.01682,0.874471,-0.276211,0.835529,-1.032251,0.214489,-0.514429,0.644659,-0.320459,0.826811,-0.263046,-0.393373,-0.8063,0.251706,-1.05136,0.214018,1.035285,-0.614771,0.983848,-0.697835,-1.445405
0.956429,-0.806336,0.381483,-0.751252,-0.569855,0.343324,0.674287,-0.448379,-1.004881,-1.319456,-0.044647,1.152344,0.083219,-1.218332,-0.738284,-0.273269,1.11272,-0.130254,0.231678,1.175916,-0.877609,-0.366687,1.143895,0.169774,-0.751876,0.448014
-0.264458,-0.168788,-0.400879,-0.398456,0.440863,-0.292927,0.329167,0.774784,0.240096,-0.432502,0.419228,-0.004191,-0.905695,0.431846,0.058901,-0.168072,0.112055,-0.737307,0.334888,0.618864,0.371824,-0.32758,0.213498,-0.372737,-0.844765,0.22518
0.699683,0.816367,-0.273937,0.698843,0.517153,-0.297558,0.727462,0.033789,-0.838175,0.747651,-0.026235,-0.449143,-0.790652,0.520449,1.126082,-0.869057,0.731515,0.803165,-1.051039,1.075354,-0.808892,0.616904,-0.011712,-0.256368,-0.718196,0.67106
-0.90144,0.506944,0.839064,0.339039,-0.724831,1.07268,0.514927,0.238268,0.250882,-0.223448,0.118396,0.39522,0.282242,0.919305,0.292535,0.331492,-0.346685,0.107655,-0.514597,0.474225,1.35632,-0.446031,-0.855049,0.324224,-0.434849,-1.023646
-0.454683,-0.656635,-0.017602,0.4321,-0.287035,-0.820339,-1.168926,0.699941,-0.721952,0.08525,0.059794,0.086475,0.693497,-1.057061,1.072601,0.356438,0.524133,-1.336878,1.104793,0.898818,0.60908,-0.511691,-0.752787,-0.13297,-0.094737,0.356974
0.588987,-0.270299,1.33704,-0.467495,0.952055,0.809658,-1.109255,0.444241,1.425716,-0.726944,0.852431,0.233641,-0.294172,-1.591654,-1.194798,0.15256,0.803722,0.101249,-0.206637,-1.34089,-0.252862,0.164,-0.030951,1.119701,-0.466117,0.674364
0.778545,0.159709,-0.621183,-0.873824,-0.251554,0.626113,-0.182981,0.451401,0.424101,0.570447,0.836035,0.213761,0.278536,0.34821,0.167464,0.666158,-1.148541,0.30012,0.134937,0.369347,0.369106,-0.356641,-0.811839,-0.231161,0.37243,-0.082634
1.081854,-1.0094,1.106979,0.148265,1.326664,0.175223,-0.839743,-1.136886,0.155956,-0.44701,0.820483,-0.673005,0.250762,-0.966867,-0.927494,-0.100676,0.025447,0.194186,-0.811839,-1.227781,0.438987,-0.833511,0.142656,-0.779337,0.224273,0.269771
-1.640233,0.148641,1.225061,-0.357148,-0.692979,-0.049373,0.405245,-0.42623,0.329773,-0.360228,0.711835,-0.232203,0.533077,0.120759,-1.118467,-0.504487,1.287377,-0.606738,-1.553966,0.66104,1.292419,-1.115203,-0.78028,0.916388,0.694882,1.151412
1.078509,-0.778789,-0.238331,0.761483,0.322804,-0.714308,-0.159953,-0.668953,-0.40193,-0.024503,0.993039,-1.417059,0.588821,0.568344,0.571957,0.736593,0.437435,-1.44708,-0.85008,-0.98175,0.272838,-0.395989,-0.451035,-0.248938,-0.881437,0.437279
-0.570051,0.234542,-0.925193,0.252629,0.291422,-0.499591,-0.687401,-0.088611,0.816688,0.104764,-0.229924,-0.9002,0.248334,-0.468211,0.096459,1.30912,-0.547928,-0.094739,0.59274,0.314434,-0.559873,-0.228695,1.412642,-0.321207,0.489633,-0.665595
-0.023668,0.356462,-0.495539,-0.019798,0.621227,-1.066327,-0.7662,-1.247489,-0.72803,0.415418,0.917126,-0.085417,-0.642828,0.255415,0.363611,0.869806,-0.874133,0.196658,0.964715,0.961858,-0.186398,0.327751,-1.139835,-1.005068,-0.362673,-0.377224
-1.318466,0.141386,0.374642,0.506006,0.865575,1.910988,-0.102086,0.518921,-0.311077,-0.781386,-0.858725,-1.351453,-0.401734,0.39064,-0.239541,-0.214402,-0.188575,1.086859,-0.743765,0.008055,0.410302,0.300294,0.536484,0.225885,0.059378,0.151611
0.032584,-0.364214,0.575136,-0.576851,0.128773,1.112348,-1.177165,-0.215865,-0.409565,-1.126247,-1.086584,-0.694592,0.979955,0.027553,0.899811,-0.335807,0.288695,-0.33085,0.777297,-0.898584,0.826207,-0.205339,-0.428416,0.613564,-0.233451,-0.413179
-0.028054,-0.193504,0.042862,-0.862225,0.222619,0.679128,0.442429,0.729437,-0.560019,0.186513,0.108508,0.598351,-1.059884,-0.075251,0.256815,-0.684183,0.407594,0.786129,-0.282875,-0.149243,0.076279,-0.93295,0.314019,0.66858,0.023941,-0.226558
-0.084239,0.394315,0.411165,0.297906,0.616911,0.111625,-0.442758,0.995366,-0.437199,-0.54187,-0.127238,-1.246772,-0.520753,0.330277,-0.30017,0.339726,-0.164559,-0.669669,0.844659,1.244393,-0.887069,-1.029024,-0.096048,1.235822,1.021953,1.467003
-1.968385,1.701497,0.739107,-0.178626,0.536436,0.569962,1.097207,0.992155,-0.161091,-0.75488,-0.165234,0.367932,-0.42311,0.651243,-1.279371,1.201678,0.480269,0.836353,-0.50133,1.201981,-0.779453,-0.482408,0.207757,-0.628116,0.539696,0.27721
-1.002371,-0.438509,0.97009,0.128982,0.392637,-0.562735,0.18236,-0.556469,0.755539,0.649532,0.119062,0.930602,0.693331,-0.301288,-0.481734,1.111125,1.157749,-0.028741,-0.504414,0.013559,1.10546,-0.657662,0.151012,-1.076857,-0.37921,0.736421
-0.326558,0.051757,-0.334045,-0.102678,-0.596136,-0.197043,0.599117,-0.25659,0.918408,0.216228,0.536176,-0.636881,-0.506751,-0.003046,-0.893082,1.030245,-0.198625,-1.286592,0.323416,0.492166,-1.147026,-0.580258,-0.421327,-0.033535,-0.802851,0.891738
-1.243118,1.074053,1.062997,-0.507853,0.031453,1.083567,0.571442,0.061788,0.146898,1.186433,-0.135413,0.498985,-0.841474,-0.127328,-0.655396,0.886462,-0.194855,0.427732,-0.520466,1.431141,0.558835,-1.019269,0.198768,1.330837,1.308019,0.4156
0.70261,-1.147067,-1.673446,0.462621,-0.620734,-0.903474,-1.118881,-1.321691,0.205759,0.293224,1.181782,-0.104925,0.552214,-1.004146,0.035654,-0.432023,-0.445199,-1.225226,0.548126,-0.760661,-1.214181,0.799119,-0.86568,-1.697508,0.004554,-0.161122
0.804934,-1.205752,0.313224,1.211189,-0.469041,-0.383607,0.741993,-0.782023,-0.031746,0.625527,1.240096,-0.153751,1.04176,-0.42432,0.888907,-0.148705,0.000491,-0.693011,0.393319,-0.431086,-0.541755,0.235325,-0.837132,0.218093,0.14942,-0.307699
2.007252,-0.922814,0.86676,-0.179624,-0.190537,0.715019,-0.445372,-1.612868,-0.313479,-0.60803,0.063342,-0.95514,1.143928,-0.10318,1.670991,-0.737919,0.935358,-1.100305,-1.028759,0.58045,0.329021,-0.530866,-0.54663,-0.821536,-1.078814,0.426541
-0.19548,0.289632,1.051492,-0.341579,-0.097596,0.722122,0.180685,-0.553319,0.77643,-0.579368,-0.45392,0.012184,-0.456755,-0.816502,-0.947998,0.754758,0.935302,0.423863,0.299226,0.367613,0.083574,-1.083337,-1.293592,-0.371504,-0.373243,-0.145315
0.5676,0.789756,0.235378,-0.763857,1.154532,1.162312,0.426412,-0.147428,-0.422642,1.585028,-0.846476,-0.203611,0.062165,1.366341,-0.946207,1.269229,-0.453358,0.23205,0.458993,1.559554,-0.631063,0.637761,0.267073,-0.374167,0.831038,0.29268
0.826161,-0.751207,0.414596,-0.278978,-0.086087,0.363067,-0.452084,0.291136,-0.023565,-0.459692,1.310147,0.406721,0.785789,-0.670264,0.084245,-1.183976,-1.140949,0.858773,-0.2291,-0.250566,-0.350614,-0.537286,-0.405591,0.682166,-0.400091,0.269721
0.659852,0.804802,0.857745,-0.789957,-0.398015,0.721171,-1.000014,0.33008,-0.893342,0.385295,-1.101515,0.952051,0.280186,0.771158,0.986532,0.939305,1.195817,-0.125613,-1.004252,-0.688512,0.448892,-1.247125,0.272309,-0.296558,1.08578,0.544116
2.672417,-1.26069,1.40266,1.182105,-0.295117,1.535178,-1.775037,-0.962606,-0.51135,-0.883625,0.594381,-0.251183,0.408009,-0.3759,-0.924968,-0.57519,0.522215,-0.943342,-0.96927,-1.483378,0.394429,-1.448328,-0.465571,0.916328,-0.872458,1.116404
-0.055972,0.039601,-0.375054,0.565355,-1.05989,-0.004413,0.758124,0.330499,-0.623233,-0.047776,-0.967437,-0.71014,0.337366,0.728839,0.870357,0.299272,1.124911,0.543979,-0.422252,1.278569,1.188171,0.884661,0.210296,-0.512759,-1.214939,-1.15516
0.706072,-0.493135,0.088676,0.051444,-0.259685,0.894611,0.517718,-0.818799,0.275147,-0.359462,-0.14711,0.002284,0.689941,0.103883,0.598711,1.141729,1.155892,-0.945178,-0.697555,0.671287,-0.65701,-0.266125,0.053162,-0.927209,0.152308,-0.664558
0.103871,-0.178028,0.160645,-1.132515,-1.100038,0.394084,-0.399295,1.215246,-0.231882,-0.596575,0.236544,-0.232721,-0.352534,-0.181372,-0.864658,1.276656,-0.916698,-1.104025,-0.33381,0.898516,-0.778302,-0.480092,0.146651,0.234803,-0.156818,0.654801
0.845899,-0.596323,0.302591,1.134015,-0.85465,-0.494735,0.576756,0.065219,0.211847,-0.772318,0.086181,1.019224,-0.472957,0.393145,0.219114,-0.219426,0.124691,-0.029266,-0.739831,-0.171936,-0.375717,0.017902,-0.097422,0.217714,-1.583054,0.972793
1.052456,-0.864613,0.669436,0.882744,-0.772533,0.528609,-0.208757,-0.040678,-0.072788,-1.120214,-0.611728,0.704307,0.970941,0.175539,0.535491,-1.750125,0.40101,-1.04339,-0.919597,0.719829,1.24773,-1.165637,0.359261,0.163025,-0.185581,0.934934
0.679755,0.755489,0.438657,-0.299146,1.398613,-0.283761,0.806144,0.648988,-0.143376,-1.104876,0.644258,1.05164,0.317931,0.319094,0.388203,0.374322,1.034152,0.38942,-0.815331,0.798564,1.356621,0.296401,-0.508371,-0.516614,0.94396,-0.355453
0.778511,-0.676247,0.8857,1.122218,-0.334154,1.295331,-0.426975,-0.639503,-0.097287,-0.854898,0.411619,0.100794,0.51082,-0.1206,-0.103461,0.733325,-0.530041,-1.039403,-0.161784,-0.182687,0.594499,-1.094577,0.110453,0.760991,0.126926,-0.403273
-2.356255,0.621082,0.787881,0.291223,0.385012,-0.00144,1.218222,0.351034,-0.575463,0.951003,-0.746307,0.101218,-1.033152,0.742923,-0.403073,0.610711,0.080529,0.874531,-0.051863,-0.207938,0.639714,-0.7622,0.58667,0.149931,0.807649,-0.763324
1.812144,-0.687318,-0.239872,-0.938654,0.264361,-0.458048,0.646055,0.486381,-0.633179,0.828024,0.308307,0.321608,0.7399,-0.82309,0.781223,-0.067643,-0.449759,-0.942662,-0.56888,0.246211,-0.924557,-0.280994,-1.706516,-1.038254,-0.24995,0.020178
0.101817,0.933632,-0.150067,0.211215,0.114793,-0.92354,0.071851,1.357409,1.145532,0.626214,0.053894,0.86762,-1.137834,0.955532,0.280975,0.769903,0.894847,0.907356,0.657157,0.451337,0.667419,-0.907632,0.977349,-0.987903,0.39721,-0.921213
2.094759,-1.252688,0.484698,0.933059,-0.945534,-0.550185,-0.528475,-0.650167,-0.257044,-0.375453,0.694916,-0.217458,0.552239,-0.147074,0.366095,-0.712752,0.500605,-1.007799,-0.763847,0.317313,-0.257847,-1.32587,-1.068746,-0.13112,-0.539587,0.136845
-0.902885,1.275376,-0.04838,-0.046981,1.479803,-0.738071,0.912391,1.142438,0.083037,-1.103317,-0.956691,0.22447,-0.541239,0.379135,-0.141513,0.740678,0.05324,0.986793,-0.73189,0.791855,-0.925353,-0.275169,0.915726,-0.507942,0.725137,0.962442
0.730877,-1.204322,0.818202,1.252969,-0.602654,0.410971,-0.725548,-0.813674,-0.507003,0.021867,0.063444,0.299052,1.065903,-0.119876,0.18609,-0.485809,0.587892,-1.217732,-0.355691,-0.185944,-0.027501,0.15894,0.061736,0.267105,-1.583195,-0.647652
-0.438647,-1.007481,-0.509063,1.018122,-0.595652,-0.202716,0.208966,-1.504445,-0.756797,0.242599,0.93608,0.61113,0.838919,0.28444,0.28773,-0.695861,-0.562161,-0.609626,0.77445,-0.827463,-0.056102,-0.544534,-0.267212,0.161225,-0.823648,0.931107
1.54781,-0.705161,0.637824,-0.165593,-1.021355,0.437654,-0.016647,0.310733,1.08852,0.892552,-0.267098,-0.75871,0.698985,1.243,-1.343628,0.860847,-0.038752,-0.64269,-1.123945,-0.720049,0.623633,-0.570493,-1.163257,0.958501,-1.207919,0.702962
2.211127,-1.012101,-0.043775,-0.25438,-0.544605,-0.611191,-0.268743,-0.248454,-0.166284,-1.25525,0.357049,-0.862463,-0.248413,-1.034556,0.979299,-0.179515,-0.481656,-1.349388,0.862478,-0.557882,0.821765,0.988526,-0.097484,0.992247,0.380903,-0.123792
0.978807,0.374957,0.806824,-0.048212,0.173462,0.478898,0.572101,1.1824,-0.403256,-1.067012,-0.683736,0.22349,0.161216,0.603803,-1.078328,-0.089105,-0.433882,1.130804,-1.16176,1.331335,-0.49121,-0.419518,0.589136,1.072988,0.52406,0.093461
-1.866072,1.068903,0.367534,-1.202223,-0.305989,0.5459,0.348275,1.08285,0.574376,0.824935,0.042382,-0.028175,0.757425,0.683703,-0.181422,0.536888,0.023977,1.016556,0.627661,0.8526,-0.147705,-0.90008,-0.460051,1.639642,0.522685,0.668298
1.085798,-0.078747,0.86953,0.882645,-0.037388,0.778002,-0.947326,0.194783,-0.535553,0.331267,-0.287142,0.806224,-0.361777,1.150753,0.044753,1.12957,0.292223,-0.356177,1.091232,0.654437,0.531094,-1.044493,0.496831,0.50041,-1.153218,0.917222
0.085112,0.801958,-0.518904,-0.497185,0.529647,0.205364,0.753841,0.605757,0.519786,-0.302215,-0.133183,0.257337,0.496265,0.431219,0.267322,0.956053,-1.309145,0.546699,1.431351,-0.480953,1.015346,0.735883,-0.30343,-0.064232,0.437266,-0.553455
0.794925,-1.029442,0.723536,0.872015,-0.802878,0.548241,-1.049497,-0.060364,-0.867045,-0.14092,1.243925,1.003031,0.585494,-0.522861,1.013128,0.846947,0.356732,-0.424172,-1.649354,-0.068414,0.592128,0.290813,0.295149,-0.15539,-1.752018,0.64077
2.612717,-0.39439,-0.756601,-0.288179,-0.536494,-0.827455,-0.099967,-0.921442,-0.526927,0.410228,0.361996,0.838781,0.123512,-0.855902,-0.229335,0.407046,0.069694,-0.483289,0.663692,-0.63314,-0.581137,0.260757,-1.2697,-0.260569,-0.558154,-0.238713
-0.924198,0.705907,-0.773565,-0.825392,0.828118,-0.464866,0.518806,1.130334,0.698511,0.608544,0.404007,-0.580432,-0.915038,0.30283,0.436162,0.404953,0.982918,-0.378929,0.527085,0.536546,-0.285079,-0.044964,0.272712,-0.487288,0.471087,-1.226717
-1.410584,0.702314,0.24377,-0.769352,1.096831,1.089883,0.367758,0.752998,-0.082893,-0.634453,-0.186849,0.320483,-0.978612,0.324643,0.961665,0.703811,0.007011,0.97798,0.439775,0.581419,0.057398,-0.384315,-0.214568,-0.132028,-0.627655,1.267998
1.446473,-1.225486,0.939404,1.617102,-0.292351,-0.335713,-0.464223,-1.208264,-0.393919,0.950285,-0.262991,0.200116,0.956236,-0.67854,0.573351,-0.02483,-0.14064,-1.085037,-0.392148,-1.134399,0.748927,-0.831238,-0.483488,0.861776,-0.31429,0.309327
0.255978,-0.86315,0.299795,0.310037,0.018746,0.271803,-0.554434,-1.316777,0.127094,0.878357,-0.518269,-0.625805,0.021796,0.198108,-0.615811,-0.449258,-1.314628,-0.976981,-0.934222,-0.022894,0.046283,-0.424194,-1.135751,-0.908915,-0.166814,0.188483
0.108619,-0.172869,0.165735,-1.434964,-0.304164,0.325281,0.933305,-1.511482,-0.454467,0.595428,0.078999,0.268071,-0.070783,-0.340576,-0.099198,0.11252,-0.162956,-0.064863,-1.476773,0.734771,0.430968,-0.019508,-0.113846,0.456194,0.324132,-1.008677
-0.122114,-0.246882,-0.478728,0.40153,0.684315,-1.323701,0.590856,-0.186163,-0.44126,1.100416,-0.349274,0.63325,0.240842,-0.386252,0.353047,-0.419347,-0.536833,0.795661,-0.650052,0.179488,-0.914193,1.08861,-0.404691,-1.454038,-0.94304,0.611436
1.439437,-1.303344,0.845889,0.993646,-0.496748,0.195287,1.194535,-0.425335,-0.120094,-0.030428,0.829888,0.65394,0.981101,-0.995463,-0.866577,-0.882341,0.352972,-0.931395,0.477316,-0.322359,0.11274,-0.464094,-1.293867,0.743812,-0.843608,-0.689526
-1.658327,0.84511,0.219053,-1.501789,1.06109,0.022318,0.413795,0.465371,0.676906,-0.497549,-1.4628,-0.640151,-0.3762,0.008828,-0.513191,0.629078,-0.531876,0.709501,-0.357917,-1.169907,-0.211663,0.080988,0.53325,0.55748,-1.124744,-0.48653
-1.09864,0.848242,0.667358,-0.435172,0.292752,0.810886,1.051686,-0.985555,0.041107,0.736353,-0.882904,0.372203,-1.134109,0.630613,-1.518658,0.468036,0.966311,-1.032139,-0.915794,-0.624789,0.704494,-0.71207,0.913465,-0.196939,1.220832,-1.107059
-0.407313,-0.196644,0.853568,-0.376096,-0.34226,0.736495,0.516733,-0.342201,-0.479653,-1.107732,0.449629,1.069797,-0.663722,-0.786952,-0.649465,0.150428,0.886842,0.749763,0.132664,-0.537282,0.269522,0.292247,-0.691883,0.132137,0.437353,0.25958
-1.014161,0.716341,0.093025,0.121652,0.390833,0.210619,-0.14101,1.519316,-0.700096,0.458636,0.702029,0.034999,-0.917406,0.582327,-0.463883,1.164322,0.504592,1.041187,1.321813,0.31132,0.253178,0.231374,0.295163,-0.920217,-0.78474,0.002285
0.802884,-0.779666,0.830746,1.021556,0.639809,0.236468,0.043941,-1.167049,-0.009149,0.816246,-0.385154,-0.020321,0.152352,0.606972,-0.980988,1.843669,-0.37033,-0.469624,0.767221,-1.006274,0.342238,-1.176382,-0.502255,1.104288,-1.402119,-0.74308
1.153891,-0.394751,1.548337,0.933267,-0.596497,0.574386,-0.534987,-1.078636,0.680962,-1.141024,0.937813,1.070785,-0.565972,0.537828,-0.974051,0.082504,-0.09568,-0.681291,0.209375,-0.515649,-0.114026,-0.951999,-0.304993,0.934218,-0.163665,1.182144
1.658734,-0.030058,0.105331,0.473932,-0.401633,0.70432,-0.605388,0.121371,0.507185,1.241892,1.066715,-0.261751,-0.724874,0.823704,-0.946799,-0.77654,-0.719919,0.178985,0.659966,0.125238,-0.271505,0.440032,-0.880147,-0.736762,-0.842691,0.775828
