Virus Enters Upper Respiratory Tract,Upper Respiratory Tract epithelial infection,Infection of olfactory epithelium,Anosmia and/or aguesia,Alveolar epithelial infection,Alveolar endothelial infection,Viremia,Systemic immune/inflammatory response,Pulmonary capillary leakage,Dry cough,Productive cough
0.391389,0.022309,-0.016914,1.493473,0.988997,-0.70832,1.177954,-0.764242,-0.450444,-0.018547,0.932931
-0.046291,0.214452,-0.231529,0.89295,-0.918262,0.664541,-0.204393,0.984746,0.600848,0.695486,-0.795108
-0.483852,-0.942334,-1.046604,-0.045999,0.124302,0.442932,0.16857,-1.906001,-1.081507,-0.025333,-0.162809
-0.730492,0.289223,-0.74938,0.614174,-1.052483,-0.094018,-0.558773,0.237322,0.560876,0.94748,-1.048117
0.05025,0.604376,-1.267065,0.147013,0.097914,-0.015582,-1.13242,0.127682,-0.140927,0.126073,0.387853
-1.749179,-0.894224,-0.102631,0.383287,-0.019633,0.558187,-0.229753,-1.26104,-0.796303,-1.297998,0.4637
-2.063874,-1.053399,-0.271287,0.273471,-1.277426,-1.094952,-1.281758,1.244782,0.658454,0.508102,-1.20674
0.132624,0.610326,-0.521399,-0.749753,-1.143278,-0.092561,0.626223,1.156071,1.065224,0.074045,-0.836633
-1.213696,-0.155339,-0.977699,1.285088,-1.361756,0.126675,-1.052959,0.691848,1.370778,0.197974,-0.328845
-0.627965,-0.115082,-0.144699,1.084944,0.313313,1.300093,0.860972,-0.125686,0.370902,-0.204547,-1.216388
-0.472859,-0.299132,0.517741,-0.282771,-0.100174,0.581689,-0.712823,-0.569778,-0.148527,0.445761,0.640768
-0.015317,0.303926,-0.343223,0.128338,0.549825,-0.036878,0.740188,-0.960641,-0.054854,-0.858582,0.978224
-2.840591,0.4141,1.277539,1.104454,-1.115193,1.39543,-0.565778,1.091969,0.555565,-0.563595,-0.207798
-1.41698,0.364624,-0.995555,-0.585843,0.505928,-0.523722,-1.208425,1.108294,-0.806252,0.651533,1.059772
-0.186109,-0.85544,0.26213,-0.679852,-0.062293,1.151595,-0.530296,-1.27,0.756586,-0.410122,-0.808151
-0.202784,-0.648539,0.788741,-0.279056,0.906601,-0.628162,-0.639698,-0.416263,-0.291041,-0.112819,-0.124233
0.469045,1.111547,-1.032359,-0.366695,0.944162,-0.431929,-0.549963,0.750674,-0.683188,-0.451725,0.822617
-1.437898,0.373849,0.606212,0.260612,-0.342307,-0.745685,-0.637215,0.617529,-0.83947,-0.048238,-0.010455
1.622593,0.383079,1.199797,1.041596,-0.133579,-0.152998,-0.377815,0.957179,0.550312,-0.813193,-1.34464
0.006691,-1.052864,0.074975,0.598073,0.826212,0.517171,0.968643,-1.014295,-0.520627,-0.902297,-0.337792
1.608251,0.460342,0.915401,0.383549,0.018159,0.737457,0.682864,0.732954,0.521841,0.336034,-0.004013
2.447757,0.750835,-1.035655,-0.031931,0.613107,-0.390842,1.144527,-0.003951,-0.313815,0.822593,-0.043041
0.729201,0.79075,1.021749,0.870429,-0.484643,0.777446,0.666255,-0.709562,0.402675,0.631286,-0.633333
0.43056,0.185901,1.081384,1.068028,1.158592,-0.654712,0.93199,-0.208937,-1.090277,-0.8159,0.666127
0.596184,0.462561,-0.084321,-0.70217,-0.202773,0.657746,1.16241,-0.035161,-0.093758,-0.906205,-0.417194
-0.830595,1.114938,-0.424568,0.024791,-0.471037,0.424599,0.108456,0.178778,0.648804,0.744936,-0.391537
2.757962,0.738076,0.480197,0.445552,0.03167,0.712997,0.528975,0.167331,0.186839,0.161533,0.102913
-0.21259,-0.219627,-0.224088,0.575944,-0.048548,0.48022,-0.47775,0.888013,0.107491,0.639157,1.120451
0.790782,0.305604,0.765017,-0.270301,0.362885,-1.261561,-0.268172,0.464054,0.144771,0.469525,-0.212228
0.101027,-0.540309,-0.966259,-1.373143,0.845591,-0.296353,0.152842,-0.310032,-0.289951,-0.271458,0.830496
0.97303,1.350136,0.451959,0.372413,0.000857,0.167931,0.361106,0.953605,0.390862,1.201223,-0.54037
0.287955,0.595592,-0.900393,0.513528,-1.427809,0.479516,0.976867,1.511366,0.958176,0.653918,-0.994548
2.839036,0.117395,0.9659,0.095005,1.116944,-0.646379,0.354765,-0.541398,-0.795916,-0.165913,0.403287
-0.082162,0.421727,0.764966,-0.546633,0.366834,-0.955366,-1.795629,0.059787,-0.555735,0.011258,0.594174
0.03734,0.581203,0.433623,-0.528775,-0.647097,1.035752,0.864322,-0.145442,0.269157,0.759539,-0.876996
-0.143085,-0.43047,-0.946673,0.381962,-0.531387,0.726905,-1.04576,0.236026,0.724568,-0.206847,-0.679135
0.381192,-0.419418,-0.028703,-0.216562,0.049588,0.721949,-0.374988,0.034269,0.427323,0.260626,-0.080805
0.521677,-0.501092,0.642115,-0.378613,-0.192054,1.036844,-0.919943,-0.022245,-0.661021,-0.876988,0.333695
-0.640271,0.320837,-0.14259,-1.253022,0.442025,-1.100408,-0.618163,0.994862,0.019964,1.434595,0.112129
-0.942154,-0.072059,-0.134377,0.74216,0.191978,0.842734,-0.074142,-0.70684,1.101373,-0.47637,-1.089068
-0.476858,-0.218658,0.712435,0.020719,0.434749,0.7017,0.640994,1.181124,0.811983,-0.008826,0.327612
0.126492,0.484186,0.825578,0.667931,-0.005444,-1.550195,-0.106166,0.334498,-0.099757,0.149711,-0.710842
-0.150091,1.097854,-0.017641,-1.067634,-0.144067,0.467368,0.723641,0.251669,-0.048224,1.012856,0.591404
-0.277834,1.366472,1.332047,0.453076,-0.616311,0.79345,1.050316,-0.146458,0.331404,0.99219,-0.33809
1.254539,1.254717,-1.489471,0.160139,-0.86538,1.068235,-0.288124,0.378632,0.966683,0.693569,-1.213377
-0.435449,-0.363599,-0.730463,-0.168894,-0.781168,0.598533,0.297513,-0.718249,-0.536626,-0.84844,-0.352749
0.94331,0.870228,1.073071,1.085033,0.001204,-0.905152,-0.213025,0.998542,0.270236,1.107814,-0.093712
0.363675,0.029146,1.041094,0.480177,0.607685,0.62889,0.150428,-1.247913,-0.212869,-0.395855,1.331509
0.492075,0.311092,0.1484,0.177368,0.76028,1.339005,1.055282,-0.148314,-0.505796,0.615446,0.460034
-0.532399,-0.367612,-1.448386,-1.026212,-0.085642,-0.871004,-1.522506,0.801521,0.626367,-0.613917,-1.233236
-0.472729,0.694188,0.510452,0.00352,-0.756652,1.138379,0.028079,0.553249,0.770848,0.528274,-0.641966
-1.736968,-0.392921,-0.650714,-0.587802,-0.443643,-1.440214,-0.52477,0.606478,1.265897,0.268272,-0.596476
1.680384,0.258281,-0.024611,0.78109,0.761333,0.925098,0.551701,-0.302971,-0.691491,0.539392,0.87566
1.062475,-0.085193,-0.316756,0.741599,0.339776,-0.30026,-0.093407,-0.238148,-0.307113,-0.42109,-0.542412
0.364904,-0.554191,-0.211043,0.497693,0.790812,0.672322,1.018795,-0.861996,-1.0373,0.798243,1.026849
-0.249721,-0.722021,-0.110547,-0.576083,0.159095,0.49323,-0.665852,-0.391779,-0.174501,-0.804386,-0.429906
1.658441,0.544853,-0.54283,0.701078,1.077689,-1.668843,-1.220985,0.336733,-1.040851,-0.504914,0.385508
0.006195,0.07674,0.366407,-0.643568,0.480011,-0.259433,0.487958,0.072864,-0.433373,-0.574603,0.268639
-0.631894,0.302335,-0.766352,0.489899,0.101505,-1.013756,0.172526,0.90593,-0.212624,-0.181177,-0.215899
-1.707685,-0.726122,0.593045,0.935476,0.423295,-0.617193,-0.629122,0.608885,-0.884479,-0.76815,0.845098
-1.246675,-0.962666,0.012562,0.840873,-0.371633,-0.442884,-0.347901,0.448306,0.317267,-0.837255,0.744547
1.291548,-0.515073,-0.548726,0.71854,0.812621,-1.164125,-0.95881,0.863048,-0.557544,0.302128,0.800456
-0.287337,0.24669,-1.128581,0.293129,-1.011451,-0.048282,-0.801863,0.811608,1.512377,0.202556,-0.665693
-0.168343,-0.101922,0.812274,-0.468604,-0.274912,-0.177392,0.255026,0.576057,1.043269,-0.030767,0.301192
0.22277,1.184953,1.326085,0.861486,-1.014431,-0.398973,-0.222031,0.015213,1.078206,-0.199374,-0.849233
0.903322,0.441768,0.819995,-1.025385,-0.170813,0.338334,-0.879791,0.285872,0.06103,0.735556,0.335704
-1.637611,-0.493671,0.961593,0.851973,-0.991802,0.505783,-0.792932,0.282636,-0.139623,-0.595192,-0.857707
-1.644715,-0.148709,0.383946,-0.890122,-0.645593,0.591147,-0.651876,-0.450194,-0.049347,1.066951,-0.856494
0.818844,0.324014,0.982826,1.889239,-0.40983,-0.447394,-0.9815,0.319283,0.662362,0.349503,-0.667981
1.13034,0.05592,0.060981,-0.012563,-0.272633,0.159138,-0.525032,0.523731,-0.181982,-1.013511,-0.91659
-0.821533,-0.130624,0.262502,0.585489,0.350925,0.147899,-0.569773,-0.498519,-0.461589,-0.973231,-0.266663
-1.248618,-0.430366,0.108291,0.728009,-0.662668,0.883154,-1.105666,1.086975,0.160671,0.669558,-0.094952
0.11946,-1.086427,-0.196709,-1.199701,0.635348,0.52645,-0.197998,-0.642672,0.471644,-0.266347,0.734784
-0.835423,0.546915,1.088375,0.73085,-0.59646,-0.194386,0.142263,0.908722,0.392854,0.741018,-0.041777
-1.457255,0.205654,-1.114753,-0.404703,-0.855038,-0.312334,0.824764,0.462243,-0.077661,-0.196767,-0.080869
-0.109337,-0.957356,-0.52612,1.13343,-0.442277,-0.964875,-1.109683,0.296267,-0.146171,-0.384962,0.394155
-1.428949,-0.637343,-0.405015,0.683664,-0.646417,0.017106,-0.309451,0.290813,0.837851,-1.110027,-1.084672
1.294333,0.757925,0.054956,-0.676037,-0.315304,-0.705231,-0.627077,0.57057,-0.032151,0.909025,-0.054224
-1.263682,-1.222637,1.180141,1.034636,-0.152549,0.711977,-0.249869,-0.797254,-0.151011,-0.307018,-0.181453
-0.320327,0.96674,0.955899,0.608039,-0.401207,0.42519,0.384296,0.290898,0.291206,-0.296189,-0.575535
1.373955,0.129727,0.077955,-1.502005,0.188168,1.339191,-0.464225,0.254763,0.686994,-0.429492,-0.755955
0.023914,0.883328,-0.659426,-0.344893,0.849082,-0.988871,0.785715,-1.198324,-1.199697,-0.156566,0.863117
1.353266,1.355841,0.062828,0.522142,-0.584526,-0.250442,-0.183739,-0.153084,0.282858,1.135099,-0.472577
1.492616,0.567824,0.21918,-0.695303,-0.849095,0.723091,0.411784,-0.316879,1.231734,0.675347,-1.291504
-1.31368,0.428478,-0.558087,-0.915557,-1.311743,1.03678,-0.292672,0.671286,1.781991,-0.161331,-0.881262
0.658933,-0.405169,-0.44729,0.662719,-0.491524,0.781014,-0.025999,-0.994686,0.323178,-0.703684,-0.320337
1.307351,-0.467848,0.434814,-0.318208,1.182965,0.469989,0.353058,-1.419266,0.05896,-1.054811,0.886271
-1.092305,-0.998091,-0.641875,0.4602,0.482857,-0.710657,-0.84992,0.318708,-0.766342,0.263554,0.241055
-1.290199,-0.500108,-0.253562,0.451412,0.053218,-0.812443,-0.938287,0.476918,0.638465,0.979478,0.157764
0.704558,1.061174,0.979788,-0.48248,-0.481524,-0.041442,-0.022595,0.120999,-0.307267,-0.686001,-0.540387
-1.852618,-0.177353,0.399261,0.554654,-0.550207,0.529729,-0.925299,-0.452161,-0.279232,-0.773682,0.118867
-0.824512,0.434386,0.580813,-0.663345,-0.969309,-0.389541,-0.49304,0.920581,1.167302,-0.750365,-1.167032
0.253043,1.026013,-0.509925,-0.802069,0.168097,1.19273,1.185281,-0.132023,-0.095359,0.762434,0.336228
-0.801921,0.054717,-0.264999,-0.651429,-1.004698,-0.196176,-0.859493,0.151455,0.381929,-0.797396,-0.899063
0.571069,0.790825,1.102527,0.761971,0.166007,-0.590692,-0.45339,0.91318,0.476133,0.899345,0.832323
-1.05508,-1.097828,-0.18179,-0.682745,0.894171,0.053128,-0.384215,0.491124,0.118854,-0.617017,1.093245
0.343843,0.398444,-0.640425,0.467511,0.412681,0.385359,0.847712,-0.879363,-0.544802,-0.758484,0.907095
-0.387451,0.289673,1.046591,-0.546534,0.709054,0.385658,1.272289,-0.805533,-0.435408,0.881689,0.748696
0.923148,0.850427,0.045425,-0.326206,0.778818,0.561659,1.133256,1.192252,0.976818,1.14635,0.528828
1.485091,-0.635228,-0.449075,-0.704584,0.519795,0.651952,0.082747,-0.53075,-1.41296,-1.106218,1.623971
0.793549,0.883686,0.660844,0.230451,-0.103383,-0.996723,-0.346829,0.574756,0.19618,0.675007,0.621873
-0.704649,-1.352027,0.870606,0.078601,0.440545,0.789994,0.031559,-1.26,0.475283,-0.72503,-0.061941
0.471686,0.973575,1.105761,0.436778,-0.403589,0.607617,-0.675143,0.907266,1.086769,1.405844,-0.400554
1.894452,0.87535,-0.085109,-0.578657,0.279936,-0.096565,0.582923,0.525317,-1.12528,1.443371,0.413137
-0.183898,0.679808,-0.822274,0.660893,0.434858,0.46495,0.839511,-0.206398,-0.32074,0.460316,0.672093
0.235419,-0.541809,-0.371386,0.304383,-1.042477,-0.515497,-0.704127,0.87513,0.503072,0.172741,-0.908716
0.683479,1.023396,0.980757,0.02226,-0.298008,0.535324,0.699312,0.379519,0.443658,0.847091,-0.161889
1.312258,-1.013121,-0.426272,0.426784,0.705445,-0.617471,0.374927,-0.912094,-1.203009,-1.218023,1.038351
-0.012285,0.132447,-1.650685,-0.423336,1.170776,1.452185,0.284552,-0.832865,-0.060351,-0.601162,1.545493
-0.051177,1.464935,0.510896,0.661216,-0.429115,-0.952892,0.43651,1.296859,0.748686,0.986916,-0.724309
0.853738,0.732616,0.804325,-0.441167,-0.706934,0.281262,1.00883,0.482501,-0.795923,-0.452672,0.953263
0.688213,-0.44097,0.339955,-0.289209,0.424559,-0.715345,-0.38898,0.425554,-0.717499,-0.84145,0.801371
0.204233,1.058894,0.717736,0.047207,-0.775985,-0.205026,0.012599,0.642679,0.475554,0.539398,-0.813244
1.059019,-0.294038,-0.604334,-0.265611,0.176296,0.448534,0.644017,-0.247451,0.823117,-0.265725,0.169087
-1.581974,-1.046943,-0.747002,0.100871,0.735412,-0.803189,-0.021629,0.875963,-0.450769,-0.790995,0.791928
-0.158931,-0.141352,-0.889265,0.236671,-0.699276,0.62711,0.721027,0.017717,1.705946,0.626548,-0.557476
1.590438,-0.260152,1.668752,0.846028,0.016674,-0.447786,-0.139266,-0.511406,-0.551893,-0.42849,-0.975957
0.103531,-0.508863,-0.420643,-1.280893,0.185902,-0.299153,-1.273118,0.955764,0.196072,0.567304,-0.218311
1.22322,-0.907115,-1.126166,0.802347,0.972041,-0.491672,-0.216204,-1.161253,-1.178168,-0.561619,0.948841
0.273683,-0.239029,0.642747,0.293065,-0.19387,-0.184415,1.238292,-0.505811,1.128777,1.331271,-0.462721
-0.005117,-0.768584,0.507151,0.101891,-0.516417,-1.299648,-0.966132,0.028367,1.222909,0.876185,-0.780869
0.36168,-0.927996,-0.42134,-1.472851,-0.368074,1.46543,0.0831,-0.959283,0.208916,-1.844744,0.209148
0.784821,0.843372,-0.449824,-1.162975,0.208908,0.658061,0.915405,-1.224633,-1.058312,0.665924,0.869996
2.045202,0.857031,0.087951,0.548956,0.8117,0.245007,1.141473,-0.752538,-0.314125,0.921401,1.308633
0.351927,-0.46893,-0.489933,0.037808,1.474459,-1.267011,0.633533,-0.654657,-0.045682,-0.188124,0.772768
-0.343929,-1.027952,0.738217,1.075291,0.586644,0.270532,0.34547,-0.863949,0.043762,-0.382689,0.244674
0.859468,0.167039,1.17182,0.024815,1.08086,-0.498896,-0.211545,0.395554,-0.432,-0.035115,0.52752
-1.019239,0.40173,1.517905,-1.05535,-0.112396,0.357446,-0.151187,0.864967,1.241497,1.211497,-0.136854
-0.356196,0.684594,0.143491,0.944798,1.009243,0.047227,1.270279,0.164601,-0.934863,1.013539,0.693517
0.193873,1.094611,0.847825,-0.586809,0.163409,-0.559753,1.091756,-0.161614,0.135512,0.4771,0.418495
-0.211144,-0.096599,-1.028021,-0.624098,-0.720292,-0.051656,0.600535,-0.397218,-0.393743,0.951993,0.381642
-0.133869,0.233127,-0.177348,0.136591,-0.570295,-0.865485,0.949694,1.072188,-0.051052,0.145263,-0.530224
-1.246093,-1.001692,-0.089127,1.197285,-0.209511,0.391745,-0.073752,-1.256621,-0.225194,0.198459,-0.086252
-0.344983,-0.07373,0.690247,1.143965,-0.522991,-0.110884,-0.482337,0.658904,0.487044,-0.486512,-0.745373
1.226429,0.256112,-0.189244,-0.222809,1.259833,-0.986963,0.719408,0.216782,-0.692573,-0.308939,1.35527
-0.654827,0.014359,-0.109559,-1.403153,-1.082779,0.620739,0.411547,-0.344729,-0.696263,0.50662,-0.745368
2.753798,0.807589,-0.427619,-0.320102,0.482427,-1.177253,0.530946,0.14126,0.204954,1.296528,1.391856
1.542371,0.782894,0.788321,0.507655,0.490004,-0.555955,0.160548,0.122142,-0.168134,-0.002441,0.651961
-0.800652,-0.175842,0.302209,-0.3252,-0.373442,-0.744102,-0.491368,0.525178,0.824345,-1.460883,-1.35566
-1.230176,-0.484385,-0.462679,-0.46367,1.175123,-0.58124,0.645133,-0.758741,-1.285568,-0.507396,0.773203
-0.318599,-0.082133,0.304061,0.419168,0.507876,-0.171589,-0.054474,-0.499972,-0.04228,-0.413206,0.900507
0.336834,-0.25461,-0.651171,-1.252229,1.275065,-0.512648,0.501601,-0.45679,-0.348996,0.248536,1.141827
0.787358,-0.097876,0.435716,-0.040091,0.646992,0.146526,0.053884,-0.569352,-0.238893,0.000939,0.166527
-0.478016,-0.13037,-0.786521,-0.641469,-1.097385,1.655743,0.575914,-0.30797,-0.377393,0.088531,-0.302329
-0.082807,0.852527,0.066536,0.812526,-0.464451,0.214745,1.011115,-0.139219,0.367677,0.837472,-0.168091
-1.167742,-0.072439,0.246521,0.716241,0.998792,0.682349,0.018984,0.734711,-0.22048,-0.539646,-0.824997
-0.689727,-1.338817,-1.003982,0.27075,0.210294,0.773091,-0.082835,-1.221018,-1.050289,-0.844685,1.238317
-0.502308,0.494204,0.330043,-1.005262,-0.286785,0.325134,-0.27311,0.935962,-0.031825,-0.057151,0.826244
3.003199,0.676784,-1.045783,-1.007087,0.144235,-0.658564,-0.135157,-0.028107,-0.261227,1.811783,-0.339697
0.606068,0.54042,0.436565,-0.315902,0.859262,-0.387329,-0.233225,-0.147298,-0.156237,0.498167,0.428838
-0.623273,-0.440676,0.328171,-0.553307,0.529989,-0.958579,-0.869242,0.184233,0.354594,-1.4038,0.399903
1.313895,-0.626241,-0.086035,0.412584,-0.544605,0.914329,0.287168,-0.090785,0.264808,0.206346,1.174138
0.351587,-0.76316,0.682874,0.058377,-0.047836,1.360593,0.862881,-0.860641,-0.390167,-1.427903,-0.590348
-1.658222,-0.298342,0.264862,-0.169568,-0.181841,-0.104201,0.424278,-0.04667,0.211238,-0.520299,-0.773464
-0.102772,-0.458594,-0.441207,-0.308606,-0.33663,-0.484738,0.371168,0.235534,-0.150341,-0.023646,-0.559987
-0.492505,-1.368434,0.262742,0.777225,1.069882,-0.222597,-0.432614,-1.11837,-0.852857,-1.094504,0.863319
-0.649983,1.233465,0.556412,0.591233,-0.394588,-0.65683,-0.50499,0.570725,-0.085301,1.366842,0.639205
0.604898,-0.852875,0.093494,0.185034,-0.411004,-0.616273,-1.176035,0.223723,-0.652287,-0.229635,0.484553
0.281734,-0.273338,-1.132813,-0.529209,1.089299,0.177218,-0.237022,-0.288202,-0.581191,0.312526,0.812625
0.743395,0.121198,0.042214,-0.94559,0.489336,0.703765,0.129151,-1.143621,-0.956255,-0.177218,1.36783
1.329801,-0.307307,0.473289,1.031307,0.390594,-0.202714,-0.714337,0.411214,-0.288152,1.055898,0.094516
-1.552288,-0.846822,-0.796745,-1.120143,-0.122187,-0.404367,-0.698668,0.275225,-0.747063,-1.311334,0.660988
-0.323997,-0.034388,-0.220008,0.393669,-0.001257,0.163147,-0.581147,-0.534182,-0.630491,0.98004,0.687518
0.240042,1.341288,0.88667,1.163384,-0.225955,-0.529498,0.15816,0.354538,0.840452,0.198224,-0.832698
-2.085884,-0.401084,-1.424713,-0.132897,-1.057652,-0.282659,-0.47253,-0.026968,-0.641736,0.613056,0.062122
1.091362,0.287495,-0.799309,-1.012339,-0.255952,-0.178207,0.732415,0.412397,1.273557,0.239146,-1.407123
1.576204,0.478749,-0.111439,1.024357,-0.867439,1.005313,-0.195287,0.153508,0.823969,0.436425,-0.880387
0.162164,0.496619,0.066036,1.528531,-0.617747,0.415543,-0.124051,0.892317,0.430187,0.974857,-0.615189
-0.655776,1.55588,0.922978,-0.47815,-0.843393,-0.433408,-0.843684,1.081774,0.089904,0.798889,-1.088945
0.352304,0.573876,0.023553,0.403091,-0.278203,0.145561,0.275589,0.536317,0.419138,0.365976,-0.404503
0.59679,-0.350748,-0.205152,1.023954,0.854691,-0.163797,0.831076,-1.042716,-1.012114,-1.001708,0.964423
-1.682368,0.226464,-0.914618,-0.472894,0.603416,0.565797,0.928296,-1.400077,-0.770264,-1.09079,1.020964
-0.641854,-0.901629,1.374218,1.274202,0.619209,-0.488356,-0.315363,0.033624,-0.322207,-0.376136,0.531352
-0.113143,-0.933141,0.089364,0.257966,0.455772,0.049997,-0.971184,1.082303,1.260612,0.587906,-0.413831
-1.157644,-0.043937,-1.020878,-0.789723,0.54832,-0.370515,1.217495,-1.354737,-0.511812,-0.03106,1.558512
1.82634,-0.404912,0.293612,-0.223279,0.808079,-0.374249,-0.359113,-0.810086,-0.795603,-0.109936,1.140262
0.882355,0.113924,0.918938,-0.799054,1.053019,-0.503974,0.553089,-0.381937,-0.440169,-0.258428,1.345565
-0.149742,1.549939,1.183004,-1.037074,-0.998854,0.836157,0.406327,1.155203,0.902132,1.126355,-0.327113
0.803232,-0.59014,-1.529811,-0.626397,0.526006,0.581383,0.407988,0.040583,-0.526465,-1.025882,0.799183
0.585025,0.850582,0.486972,0.063326,-1.079209,-0.307477,0.784483,0.781967,-0.138656,0.062863,-0.706746
-0.828514,-0.668434,-0.496162,-0.3726,-0.703801,0.69395,-1.08098,0.028613,0.244745,-0.150841,-0.831129
-1.164335,-0.149503,-0.896963,-1.004551,-0.71477,0.49497,0.204434,0.324283,0.361892,-1.220455,-1.201242
-0.038194,0.348,-0.247959,0.394681,-0.821432,0.922738,-0.283674,0.329135,1.39886,1.008448,-1.146191
0.560946,0.373302,-0.058008,-0.804142,-0.135269,1.065178,-0.141307,-0.943774,0.068756,-0.602663,-0.447763
-0.774303,0.192341,0.647932,1.093641,-0.965211,-0.71087,-0.252125,-0.284418,-0.487587,-0.857091,-0.606921
0.262533,1.266849,-0.905417,0.400945,-0.124608,1.428617,0.350555,1.084354,0.66567,0.725286,-0.45585
-1.122792,-0.97084,-1.228161,-0.775588,0.252156,-0.268849,-0.407103,-0.841485,-0.653128,-0.439158,0.342823
-0.414788,-0.295489,-1.175179,-0.441509,0.424851,0.007381,0.277365,-0.222968,-0.820502,-0.771454,-1.065379
0.960261,-0.092748,-0.190732,-0.606475,0.058621,0.118367,-0.015976,-0.722473,-0.883849,-0.527217,-0.597986
0.071398,-0.237113,0.000475,1.255485,1.080477,-0.155294,0.058545,-0.575833,-0.68916,0.004686,0.831212
0.27095,-0.471043,-0.386668,-0.330051,0.550076,-0.811193,-0.210853,-0.106349,-1.039927,0.478924,0.417553
-0.771601,-0.150768,-0.540186,-0.005929,0.521513,-1.366686,-0.4416,0.080122,-0.679857,-0.34835,1.153621
0.775221,1.400253,0.011563,-0.677677,-0.151565,-0.049138,0.544365,-0.464204,1.004561,0.111183,0.404673
-0.632401,-0.605108,0.533398,-0.289222,0.284764,-1.075873,-0.714348,0.595463,-0.071102,-0.5141,-0.368072
-1.1125,0.665836,0.926081,-0.29201,-0.649079,-0.420456,0.184529,1.354967,-0.211898,0.028946,0.72028
-0.007926,-0.342547,0.161132,0.714229,-0.855905,-0.414136,-1.498322,0.362547,0.073113,-0.751246,-0.061721
-0.257519,0.936519,0.602163,-0.767854,-0.576683,0.189248,0.009779,0.446759,-0.180836,0.627657,-0.725743
0.396413,0.33378,-0.275675,0.419247,0.372379,0.004953,1.061644,-0.512645,0.587141,0.67801,0.140387
-2.530709,-0.531963,-0.173271,0.163381,-0.569813,0.731115,-0.879384,0.629716,0.441391,-0.011996,-0.808815
-0.845456,0.572978,0.919078,0.520527,-1.002994,0.554013,-0.780555,0.966011,0.97239,-0.206769,-1.350696
0.393986,-0.204489,0.103255,-0.304025,0.368166,0.705679,1.005226,-0.31953,-0.382092,0.048271,-1.097987
-0.168516,-0.397897,0.14725,-0.140215,0.16968,-0.499344,0.93793,0.044542,0.408499,-0.523837,0.284362
0.880544,1.148252,0.727831,0.298046,-0.34269,0.125424,-0.573491,-0.336173,-0.042075,0.448092,0.953266
0.64515,-0.031086,0.344286,0.629196,0.225364,-0.679548,0.82086,-1.153326,0.098657,-0.63485,0.066066
-1.342048,-0.610588,-0.106416,-0.170877,-1.01813,0.519568,-0.95857,0.911016,0.308529,-0.926064,-0.557511
-0.449179,0.101735,0.373871,0.072776,0.103074,1.173339,-0.374373,0.581657,0.123942,-0.565366,-0.132249
-1.528044,-0.149843,0.555142,0.777162,0.197343,0.155752,0.037977,0.40995,-0.178989,0.94124,1.11393
-1.69665,-0.691694,-0.605517,-0.517962,-0.153031,-0.909498,0.027173,-0.020749,-0.627827,0.039945,1.048245
-0.656209,0.295241,-0.302525,-0.466886,-1.415682,0.161016,-1.041485,0.39537,1.307031,0.233933,-0.844601
0.068561,-0.296964,0.33467,0.975309,0.5387,0.376733,0.181499,-0.652415,0.709689,-0.328541,-0.308185
-1.846952,-0.734867,0.54181,0.109047,-0.67964,0.438981,-0.349043,-0.835662,-0.147675,-0.502856,-0.440156
-1.681459,-0.699601,-0.735512,1.010893,0.981671,-0.564637,0.289409,-0.663563,-0.979831,-0.196531,1.453318
-0.615318,0.411043,-0.113175,0.427826,-1.353825,0.549749,0.218855,0.075358,0.488146,1.113382,-0.811248
-0.344842,0.420535,-0.846087,-0.447232,-0.068367,1.188237,0.025193,-0.545574,0.305685,0.621409,0.257841
1.929855,0.97562,-0.377518,-0.548709,-0.157426,-0.651006,0.768358,0.260246,-0.21702,1.098029,0.472963
0.243486,-0.89309,-0.018428,-0.552252,0.637618,-0.18364,-0.641539,1.04346,0.920419,-0.761474,1.425549
-0.451044,-0.851639,0.336774,0.681266,-0.797108,1.027403,0.284156,-1.235038,0.352505,-0.034309,-0.929386
0.071591,-1.00447,-0.30631,0.265526,-0.786452,1.058213,-0.606122,-0.596615,-0.142077,-1.968027,0.306691
-1.724168,0.152307,-0.577856,0.368197,-0.074836,0.147556,0.529562,-0.055384,-0.246282,0.421086,0.000499
0.0663,0.211587,-0.762101,-0.393539,-0.280683,-0.401237,0.669638,-0.264695,0.867807,0.031927,-1.637011
0.579603,0.149293,-0.228194,0.070629,-0.732586,0.505391,-0.937857,1.167099,-0.093597,0.676807,-1.314346
-1.092975,0.556364,0.442655,-0.358547,0.572526,0.100753,-0.051955,0.69716,0.641846,-0.192486,0.350224
0.499492,0.449108,1.016395,0.60786,-0.167983,-0.526682,0.655271,-0.061041,0.239339,0.044405,-0.549881
0.534739,0.489294,0.231389,-0.471018,0.287544,0.099347,0.153076,1.268235,0.381902,-0.073622,-0.832641
0.34245,0.703877,0.117528,-0.359437,0.071665,0.79004,0.490831,0.335173,0.551177,0.5242,0.036716
1.376839,-0.416675,0.275898,0.417015,0.433265,-0.446251,-0.083775,0.48803,0.010472,0.368237,-0.113052
-1.547706,-1.414117,0.826184,0.121297,-1.059639,0.014831,-0.938481,0.276962,0.130292,-1.038373,-0.198104
1.471441,-0.855245,-1.048052,-0.150808,1.360846,0.049698,0.779401,-0.770411,-0.170837,0.483405,0.754983
0.584439,-0.068312,0.655507,0.222712,0.845798,-0.411785,-0.665145,-0.303794,0.29514,-0.174785,-0.691527
