Virus Enters Upper Respiratory Tract,Upper Respiratory Tract epithelial infection,Infection of olfactory epithelium,Anosmia and/or aguesia,Alveolar epithelial infection,Alveolar endothelial infection,Viremia,Systemic immune/inflammatory response,Pulmonary capillary leakage,Dry cough,Productive cough
0.744033,0.701347,0.163639,-0.478391,-1.162922,-0.253023,-0.569094,0.841745,-0.66082,0.065957,-0.300313
1.39551,0.403663,0.076496,-0.396028,-0.656132,-0.032043,-0.228533,0.739659,0.303703,0.288429,-0.638267
0.01931,0.763728,0.545565,-1.171772,0.04744,0.5141,0.721481,-0.460775,-0.292375,-0.554282,0.159271
1.522354,0.212227,0.419935,0.27565,-0.954108,1.00523,-0.675663,-0.606875,1.003352,-0.195251,-0.115447
1.18614,1.043947,-0.548404,1.205772,-0.577225,0.890685,1.551554,0.622329,0.548029,-0.584336,0.061969
0.872078,0.734983,0.588538,-0.82667,-0.068749,0.676374,-0.800341,0.375568,0.232701,-1.077192,-0.935246
-0.507649,-1.118076,-0.442479,0.372594,0.77816,-0.397873,-0.027405,-0.081337,1.097425,-0.001305,1.090462
0.441382,0.405116,0.701212,0.656679,-0.970963,0.868525,0.510521,-0.225307,-0.113147,-0.631328,0.392046
-0.768064,0.484863,0.529909,-1.20711,-0.511464,0.226841,-0.246365,1.349179,-0.71608,0.554154,-0.410132
0.436287,0.404258,-0.961006,-0.013801,-0.549396,1.411745,0.751634,-0.774876,0.535093,-0.412022,-0.079291
1.109954,0.487901,0.322506,-0.287174,0.585268,-0.563613,-0.266605,0.723652,0.167768,-1.210775,-0.61656
0.277897,0.116023,0.807627,-0.473863,-1.225273,0.40158,-0.940044,-0.143396,-0.930177,1.01045,-0.554055
0.295519,-0.873882,-1.160251,-0.310184,-0.734477,0.309453,-0.604126,-0.855763,-0.26771,0.501225,-0.356812
-1.468503,0.373857,0.193179,0.513176,0.586656,-0.29901,0.803242,0.411901,0.910882,0.054723,-0.798559
-1.415985,0.068735,-0.249944,0.619792,1.183872,-0.444301,0.189203,-1.040185,0.651775,0.150458,1.187271
1.013113,0.775959,0.094781,-0.733399,-0.831462,-0.367004,0.916641,-0.023073,-0.277785,-0.370975,-0.538903
1.513471,0.957866,-0.124865,1.075904,-1.169495,0.761881,-0.192295,0.220596,0.677854,0.564631,0.017721
1.103602,0.872346,1.382407,-0.998737,-0.427838,-0.253646,0.303405,0.426708,-0.12766,-0.372987,-0.664144
0.657984,-0.561388,-0.627691,0.71485,0.466738,0.161727,0.04914,-0.706783,0.222642,-0.421457,-0.129675
-2.286648,-1.747074,-0.284189,1.126718,0.662366,1.148801,-0.185166,-0.760806,-0.153424,0.357694,-1.223632
-2.012285,-1.038063,-0.291095,-0.217022,-1.188309,0.508434,-0.827147,-0.475022,0.166111,0.048656,0.235254
1.150839,0.254427,-0.137592,0.203308,-0.918453,1.420126,0.118424,0.712618,0.264496,-0.594178,-0.694677
-0.091248,0.520236,0.503012,1.428244,-0.573006,0.543858,-0.425417,0.262974,-0.78646,-1.28916,-1.33132
-0.202903,-1.021702,-0.333535,0.648492,0.567614,-1.045257,-0.070307,0.046966,-0.042699,0.323695,-0.058249
0.589249,0.48788,0.267208,0.144367,-0.589793,1.231938,0.731884,0.064651,-0.390216,-0.2297,-0.085135
0.061824,0.064476,-0.139483,1.184946,0.275246,-0.064601,-0.752216,0.020119,0.967587,-0.09699,0.668816
1.034276,1.464944,0.656974,0.482822,-0.471088,0.286297,-0.078381,0.637493,-0.304379,-1.224928,0.225518
-1.895118,-0.550332,-0.05496,0.845681,1.142118,-0.962395,0.894598,-0.867489,0.602507,-0.424841,0.499688
-1.172232,-0.457466,-0.518253,1.048563,0.799267,-1.114869,-0.281228,0.389685,-1.215718,-0.09979,1.030051
0.136643,0.450929,-0.069914,-1.041143,-0.68501,0.361969,0.024207,-0.271013,0.077124,-0.073744,0.801915
1.197353,0.822729,-0.258623,0.354394,0.169948,-0.369959,-0.278706,0.096861,-0.334815,-0.788661,-0.443589
1.109738,1.386922,1.062401,0.296799,-0.574969,0.132457,-0.03139,0.82575,-0.063202,-0.541339,-0.89653
0.231071,-0.230244,1.273988,0.856047,0.817527,-0.457145,-0.230753,-0.894417,1.106588,-0.214851,0.173077
-0.58384,-0.951186,-0.842414,-0.583606,0.242889,-0.373138,-0.72144,0.089103,-0.155157,0.543844,0.159869
-0.174665,-0.535155,0.437198,1.131992,0.490711,-0.859846,-0.417801,0.45108,0.154461,-0.647952,0.447509
0.099711,-0.511577,-1.010183,-0.076969,0.211261,1.25023,-0.513248,-1.279364,0.535666,-0.01643,0.292457
0.413395,-0.778059,0.195556,0.184258,-0.130609,-0.738887,-0.223666,-0.212701,-0.37275,1.572561,0.646308
-1.528691,-0.091578,-0.455551,-0.281319,0.334236,0.261595,0.719973,-1.451466,0.887195,1.016912,0.749903
-0.14997,-0.400761,0.278917,-0.571949,0.970875,0.189313,0.389387,-0.776595,0.18416,-0.241482,0.388665
0.661756,0.535074,0.102148,-0.006307,-0.610253,-0.145332,0.320083,1.419416,-0.580747,-0.737401,-1.331774
-1.505118,-0.764923,0.707052,0.35365,0.380476,0.465248,0.795293,-0.424265,0.405065,0.867982,0.086217
0.379129,-0.321378,0.607173,-0.892635,-0.500412,0.408678,-0.416256,0.542166,0.263293,-0.34594,-0.185552
0.155417,0.513589,0.739378,-1.23583,0.837737,-1.099058,0.172003,0.294891,-1.132094,0.326747,0.101842
0.275448,0.224073,-0.829438,1.023741,-0.571691,0.072453,-0.648356,0.82691,0.20525,0.453169,-0.639227
-2.9387,-0.947422,-1.275261,1.171673,0.143641,-0.926404,-0.100008,-0.254492,-0.730884,0.442712,-0.5536
-0.869526,-0.566017,1.012103,-0.983639,0.855747,0.808393,0.550897,-0.765534,1.292037,0.06925,0.27999
-0.391988,-0.15359,1.694926,-0.471288,-0.680249,-0.334898,-0.246141,-0.677209,-1.527315,-0.477481,-0.434309
-0.222255,0.470098,0.330205,0.753398,-1.228034,-0.042087,-1.544884,0.052689,-0.549573,-0.257168,-1.296657
0.530242,0.564377,-0.587725,0.724772,-0.390422,-1.177803,-0.263802,-0.257858,0.289157,0.318123,0.599892
-1.061069,0.820565,-0.033635,0.258948,-0.055951,0.428722,1.262421,1.183046,0.563158,-1.218693,1.346065
-1.111773,-0.465098,-0.97845,0.231325,0.413039,-0.158403,-0.280592,-0.686029,1.252453,-0.260057,0.819398
0.283524,-0.279142,1.108198,0.603391,0.127738,0.122367,0.110481,-0.98589,0.406464,0.28612,-0.813343
0.264492,0.744758,0.78627,-0.754898,-0.885878,0.871536,-0.663481,0.830773,0.698685,-0.823389,1.243055
0.105766,0.596725,-0.57467,0.138401,1.003448,-1.045575,0.492784,0.770899,0.969753,-1.032462,1.037927
0.179527,0.321813,0.215732,-0.54475,-0.430147,0.319459,-0.120775,0.616845,-0.19998,0.340191,0.641728
0.236523,0.562901,1.710948,-0.093282,0.624854,-0.614475,-0.10554,0.519241,-0.22352,0.69702,-0.174056
-0.841247,-0.361076,-0.106616,0.120707,1.322203,-0.93906,0.553261,-0.219425,1.306447,0.257076,0.997276
-0.794003,0.480248,0.774086,-0.634406,0.345658,0.072572,-0.11777,-0.59267,0.859499,-0.875113,0.873332
0.419977,0.773863,-0.379469,0.412002,0.468398,-1.026354,0.343912,1.219106,-0.332654,-0.290055,0.240218
-0.148479,-0.166312,-0.157334,0.791123,-0.197688,-0.63102,-1.356471,0.321457,-0.043512,0.40676,-0.977877
-0.60561,-0.216599,1.31507,0.650625,-0.763034,0.601472,-0.180767,-0.659365,-0.580523,-0.061905,-0.816117
0.577332,0.997133,0.78604,0.844172,0.299027,-0.402861,0.452724,0.867321,-0.849037,-0.691799,0.29618
-0.101226,-0.69496,-0.153265,0.760738,-0.803409,0.410921,-1.043869,-0.033688,-0.045382,-0.975821,0.20138
1.877086,0.47924,0.477348,0.568086,-0.053937,0.006122,-0.449455,0.9561,0.223527,-0.177372,0.31782
0.920557,0.298213,-1.050675,-0.178555,0.275647,0.173876,-0.023971,-0.255558,1.535541,1.036331,0.6643
-0.463127,0.150288,-0.282844,0.819216,-0.913337,0.09983,-0.271382,0.996413,-0.88897,-1.250031,0.569382
0.780157,-0.708999,-0.695064,-0.027383,0.570828,-0.610844,0.136307,-0.037598,0.037542,-0.071615,0.174661
1.276816,0.84518,-0.182614,0.43866,-0.248068,0.465755,-0.734861,0.109245,0.523009,0.414268,-0.857297
-1.023999,0.53175,1.386947,-0.756023,1.082682,-0.850884,0.895337,-0.10645,-0.466748,-0.186224,0.882262
0.310346,0.365931,-0.434102,-0.128947,-1.289697,0.901398,0.579356,-0.006462,-0.164442,0.135525,-0.543658
1.228113,1.074184,0.569722,-0.548773,0.016043,-0.94385,-0.207419,-0.052206,0.136752,-1.250071,-0.023093
0.579923,1.096705,1.051153,0.478171,-1.068298,0.614574,1.078028,0.69975,-0.899607,-0.775951,-0.774031
-0.626399,-0.7824,0.093705,-0.615895,0.621978,-0.838259,-1.038416,-0.117291,-0.607411,-0.091967,0.003345
0.891531,0.437636,0.793197,-0.601149,-0.433915,-0.46289,-0.057391,-0.256789,-1.116328,-0.932343,-0.176699
0.548964,-0.152299,0.132515,0.728026,0.153047,0.42215,0.064686,-0.169118,-0.018964,-0.750075,0.247521
0.608894,-0.889704,-0.313883,0.79948,-1.076694,0.875737,-0.443898,-0.795959,-0.139759,0.749128,-1.527538
0.926015,0.769162,1.414787,-0.506141,-0.626311,0.243309,0.311739,-0.364458,0.65398,0.257517,-0.352502
0.064989,-0.169479,0.647878,-1.274912,-0.817764,-1.08032,-0.76469,-0.195261,-0.72182,-0.53764,-0.449837
1.068738,0.078773,0.682494,-0.871533,-0.500676,0.718424,-0.415508,0.099777,-0.753418,-1.171589,-0.587967
0.631739,0.330561,-0.289381,1.095588,-0.427917,1.222443,0.665444,-0.340095,-0.016871,-0.614113,0.433327
-0.329004,-1.560521,-0.835393,0.082353,-0.109108,-0.464764,-0.472456,-0.552165,0.8446,0.535407,0.590245
-0.232416,0.525361,-0.932278,0.963683,-0.112646,0.761577,1.282169,-1.611417,0.278618,0.24852,0.471858
0.664187,-0.620342,0.137646,-1.721471,-1.305721,1.567632,-0.444556,0.268943,0.640833,0.931711,-0.946066
0.473829,0.536548,0.56119,0.113523,-0.046049,0.593871,0.506783,-0.153301,0.519654,-0.853788,0.758394
-0.253508,0.377951,0.016393,0.667755,0.63845,0.375035,0.500798,-0.830519,0.021016,-0.566613,-0.435616
1.088006,0.419371,0.556413,0.182757,-1.158899,0.02227,-1.446498,1.567968,-0.007464,0.433934,-0.274206
0.283321,0.295022,-0.19423,-0.370411,-0.106356,0.864412,0.742575,-0.282499,-0.317733,-0.234962,-0.84844
1.493008,-0.245255,1.021293,-0.22469,-1.506766,0.774077,-1.156348,0.36971,-0.489272,-0.294518,0.340869
-1.922838,-0.592531,1.022188,-0.919285,1.049963,0.124149,0.347736,-1.053716,0.281288,0.819077,1.330635
1.813166,0.485738,0.125445,0.251865,-1.137449,1.217326,-0.252626,0.509914,-0.469486,-0.800736,-1.515041
-0.295317,-0.274557,-0.128422,-0.426886,0.239176,-0.570706,-0.220075,-0.732709,0.546113,0.980999,-1.185378
1.196744,0.204761,-0.047114,0.850519,-0.855484,-0.431574,0.077314,0.625029,-0.842612,-0.411226,-0.573378
-0.217417,0.079381,0.192495,0.739026,-0.04608,0.527135,0.42584,0.090434,-0.441987,-0.941318,1.087991
-0.163807,0.770425,1.219042,-0.474127,-0.056588,0.399135,0.312627,-0.344268,1.012746,0.099234,-0.448075
-0.593239,-1.196001,-0.550447,0.303948,0.24458,-0.782439,-0.109907,-0.66112,0.103053,0.891786,-0.096972
0.822016,1.35158,-0.629357,1.003603,-0.091342,0.220178,0.489554,0.545611,-0.981631,-0.949141,-0.088457
0.073416,0.596784,0.240065,0.364433,-0.837267,0.780083,0.586777,-0.172407,-0.84006,0.139689,-0.165422
-0.822763,0.02834,-1.144106,1.015006,0.180174,0.235297,-0.397154,-0.49748,0.902689,0.29708,0.109876
-1.18535,-0.689373,-0.167542,1.252969,0.263484,0.503238,-1.427132,0.670868,-0.677996,-0.543341,-0.485822
0.235434,1.140506,0.191808,0.429015,-0.30584,-0.217593,0.320547,0.764034,0.001821,-0.554675,0.219504
0.241046,0.731671,0.613913,-0.054618,-0.15453,0.960118,0.280384,0.43879,0.977753,-0.183547,-0.554214
0.821297,0.446119,-0.1962,0.177257,-0.907389,1.105433,0.180377,0.080364,-0.250699,0.536826,-0.618965
-0.832268,-0.073841,0.435906,0.02031,0.007252,0.306647,0.636674,-0.25971,0.669911,1.302525,0.032248
-0.012257,0.488653,-0.643006,0.776996,-0.224039,-0.732913,0.011233,-0.06524,-0.845458,-1.193987,0.056232
-0.270765,0.377659,0.741944,-0.038568,0.187114,-0.42911,1.011651,0.208921,-0.798382,-0.140175,0.208145
1.406096,-0.786635,-1.205051,0.853248,-0.485844,-0.496666,-0.699371,-0.074036,-0.026735,-0.567752,-0.306596
-0.53262,-1.368448,-0.118553,0.418708,0.438031,-0.092447,-0.133714,0.123092,0.062798,-0.686108,0.245529
-1.748024,-0.255356,-0.446393,1.564823,1.079432,-0.017703,-0.212062,-0.233925,0.290965,-0.769645,0.345184
-1.183013,-1.170832,-0.633611,0.019392,0.305833,-0.039886,0.026964,-0.687801,0.62524,0.574649,0.501508
0.156051,0.779412,0.240021,0.333268,-0.249088,1.196744,0.033397,-0.550065,0.635086,-0.677217,-0.722158
0.861979,0.296805,-0.093123,-0.524458,-0.470508,0.168818,-0.742178,0.582937,-0.448853,-0.806861,-0.649015
-1.894274,-1.527908,-0.165834,0.943227,1.277931,0.492867,-0.433388,-0.668293,0.979067,0.249766,0.639754
-0.025623,-0.244727,-0.32229,1.304284,-1.01821,0.460832,0.207966,0.384284,-1.439888,1.147242,-1.641404
-0.895872,-0.032853,0.25546,-0.342319,1.310022,-0.601115,0.83003,-0.178685,-0.40935,-1.058003,0.988922
0.331511,-0.12821,0.833105,1.092427,0.806654,0.844833,0.561795,-0.638269,1.221944,0.634205,0.203224
0.487974,-0.017248,0.071993,-1.051034,-0.378704,-1.09268,-1.39439,0.539659,-0.921548,-0.190927,-0.4561
-0.373423,-0.974243,-0.297316,-0.575307,-0.235805,-1.411937,-1.477806,-0.815178,-0.473782,-0.317406,0.703567
0.581911,-0.593417,0.100233,1.329618,0.675273,-0.813451,0.004294,0.110737,0.804469,-0.354836,-0.694951
0.922477,0.457129,0.966734,-0.907507,-0.311072,-0.334492,1.003137,0.166539,-0.339569,-0.375344,0.081756
0.141,0.223085,-0.838393,0.974501,-1.207167,0.591171,-0.192586,0.19772,-1.039438,-0.978278,-0.960704
0.767912,-0.124373,-0.183813,0.243201,-0.325329,-1.21328,-0.618563,0.073291,0.38098,0.707635,-0.012287
-1.995443,-0.80754,-0.602809,0.5615,0.31549,-0.652592,-0.719961,0.207794,0.173667,0.698027,0.522586
-0.138045,0.020453,0.013287,0.249403,0.248064,-0.122959,0.507517,-0.512591,0.782314,0.291107,0.739415
-0.442206,0.050226,0.381025,0.301606,0.697557,-0.457059,0.051333,-0.43537,-0.154889,-0.830898,0.915586
0.696292,0.87207,-0.605615,0.838821,-0.583799,-0.152735,1.484312,0.32908,-0.370709,-0.128632,-0.87088
-1.359658,-0.708165,-0.90211,0.80706,0.73836,-0.662703,-0.532121,0.019928,0.069074,0.290782,0.656527
0.414909,-0.662139,0.240172,-0.683054,0.624554,-0.425957,-1.264125,0.873978,-0.765407,0.131544,0.533125
-0.818079,0.07955,0.164288,0.194365,-0.317833,0.773653,-0.591429,0.918251,-0.995321,0.105925,-0.082154
1.404409,0.196722,-0.249878,-0.306724,-0.028524,0.156232,-0.058439,-0.207993,-0.005262,-0.918859,-0.18427
-0.94961,-0.038174,-0.144778,0.409895,0.589136,0.848919,0.206802,-0.583695,0.968534,-0.234282,0.046203
1.17254,-0.259891,-0.501363,-0.301311,-0.152286,-0.046198,0.737103,-0.479141,1.297272,0.598925,0.130101
0.294786,0.92747,1.216877,-0.762947,-0.568425,0.996961,0.113137,0.425831,-0.995401,-0.168741,-0.809522
1.285338,1.245776,0.464157,-0.159292,0.060593,-1.191541,0.414744,0.339791,-0.613081,-0.595393,-1.283334
-0.641686,0.249615,1.070782,-0.519628,-0.121425,1.046776,-0.895785,0.496199,0.252682,-0.301823,0.069947
0.553026,-0.330876,0.693517,0.891556,0.302062,0.022904,0.167745,-1.129142,0.752951,0.579377,-0.090364
1.027003,-0.938055,0.435614,0.777612,-1.133861,0.016013,-1.3722,-0.116916,-0.052379,-0.513064,0.006842
-0.893136,-1.000073,0.439864,-0.23215,0.773907,-0.274815,0.388666,-0.671855,0.317143,0.703256,0.144727
0.853903,0.564744,0.033493,-0.035613,0.818817,-0.390862,-0.043889,-0.665718,-0.064363,0.836183,-0.541054
-2.277678,-1.819383,-0.347081,-0.324349,0.723038,0.008804,0.362808,-1.15824,0.504913,1.058831,0.254911
-0.968882,-0.505179,-0.200582,-0.496159,1.247358,-0.741355,0.602591,-0.977552,0.614843,-0.365904,1.255692
0.792204,0.06558,-0.743182,0.508462,0.440684,-0.39958,0.792839,-0.155608,-0.58208,-1.069868,0.57653
-1.153236,-0.543719,-0.101588,0.617835,0.224101,-0.568632,-0.246085,-0.371847,0.013059,0.112156,0.19273
0.861272,0.067646,-0.12906,-0.936699,0.403592,0.692676,0.601681,-0.958777,0.972938,0.720138,0.913717
1.978715,0.834072,2.03216,-1.039326,-0.329644,0.84945,0.505111,0.435992,-0.277393,-0.117323,0.703378
-1.072376,-1.230357,0.349483,0.214763,1.0425,-0.406499,-0.884424,-0.828198,0.460365,0.323973,-0.496983
-0.833463,-1.062975,-0.426476,0.191107,0.867872,-1.049274,-0.826685,0.470537,0.371482,-0.507489,-0.530152
0.888235,1.402192,0.86849,0.409963,-1.618694,-0.1891,0.319314,1.156083,-0.525319,-0.798315,-1.466966
-2.100418,-0.773054,-0.283399,-0.289312,0.746302,0.244061,0.8967,-0.546747,1.104218,0.934106,-0.62042
-2.025507,-1.447952,-0.863724,0.284077,0.916565,-0.295513,-0.696283,-0.360674,0.18168,0.22885,0.936964
0.167275,0.365742,-0.883635,0.102253,-1.036576,1.235836,-0.085653,0.109519,-0.763378,0.409075,-0.921917
0.299168,-0.965869,-0.621558,0.312818,0.156539,-0.077173,-0.841174,-0.817356,0.753976,0.938359,0.577372
0.193355,0.861907,0.283137,0.637253,0.844294,-0.192402,0.734102,0.330069,0.515097,0.232564,-0.111074
-0.514548,-0.406775,-0.388361,-0.618613,-0.369169,1.009125,-1.013537,0.673568,0.354557,0.541705,-0.500489
0.545893,0.63488,0.253847,-1.247515,-0.46204,-0.908394,0.082982,-0.921914,0.866416,0.467192,-0.440242
0.297293,-0.94084,-0.768336,0.860931,0.416493,0.617468,0.441942,-0.788298,-0.022291,0.142225,0.539207
-0.554665,0.515214,0.202598,-0.636538,-0.274843,0.956159,0.689915,0.112594,0.587037,-0.891176,1.047901
1.05026,0.884725,0.044848,0.582327,0.033538,-0.994622,0.168475,0.31039,-0.848969,-0.479196,-1.275774
0.795317,1.461201,-0.15264,0.559429,-1.664841,0.507307,0.077515,0.508777,-0.665953,0.180931,-0.819721
1.688317,1.028216,0.668344,0.239443,-1.199648,0.25665,-0.99049,0.586045,-0.139394,0.192317,0.351136
-0.978065,-1.25392,-0.260741,0.56192,0.607847,0.698336,-0.581177,-0.029323,0.307001,0.363653,1.407374
1.355688,0.835265,0.161145,-0.538203,-0.383437,0.657896,-0.217753,1.033328,0.446136,-0.512452,-0.830776
0.425054,-0.534724,-0.289609,-1.035811,-0.716535,1.346204,-0.348927,-0.777174,1.278803,0.325848,-0.372374
0.845054,0.881399,-0.103889,-0.706584,0.135005,0.135415,0.520569,0.58167,0.101723,-0.393396,-0.950425
-0.994768,-0.613138,-1.234109,-0.629105,0.781336,0.054504,0.943063,-0.781976,0.637444,0.521099,1.118349
1.404561,0.661236,0.631584,-1.679525,-0.462385,0.959728,0.72835,-0.55873,0.337188,-0.530021,0.309189
-0.314639,0.165884,0.388351,0.260381,0.739324,-0.649901,0.848615,0.313119,0.286576,-0.993319,-0.332544
-0.227294,-0.576278,-0.950601,1.180796,0.797269,0.417334,-0.649978,0.478185,0.635726,1.062764,0.373253
0.97682,0.698916,0.226467,-0.46121,0.560719,-0.855841,-0.991689,0.967072,-0.01773,-0.540259,0.912573
-0.823218,0.218777,-0.005042,-1.001711,-0.26237,-0.485331,0.999349,0.873,-0.572688,-0.116775,-0.691295
-0.47615,-0.330718,0.042894,0.746271,0.971884,-0.418373,0.53573,-0.106366,0.550204,-0.248201,0.76079
-0.506008,1.013563,0.261529,1.518396,0.076919,-1.122668,-0.668129,0.492078,0.010767,0.07933,-0.962727
-0.240194,-1.224958,-0.545435,-1.180534,0.295174,-0.619633,-1.172593,0.207707,-0.522301,0.162679,-0.62298
1.211387,0.981119,-0.088019,-0.757259,-0.424789,0.515632,0.112867,0.417219,0.503536,-1.547112,0.257078
0.697266,0.830135,0.406108,0.878668,-0.338449,-0.045867,-1.046539,1.053262,-0.642971,-0.670454,-1.049081
-0.072246,-0.539891,-0.355515,1.124485,0.15892,0.173766,-1.145663,-0.625703,-0.13254,0.990263,0.058389
0.13027,0.677509,-0.119059,-0.017551,-1.079241,-0.083134,1.095384,-0.313752,0.369691,-0.374261,-0.362259
0.295157,-0.770458,-0.709987,-0.620461,0.077956,-0.316296,-0.229475,-0.24381,0.725406,0.3269,-0.470675
0.375586,0.680387,0.018055,0.295501,-0.423013,0.89813,-0.428322,0.789295,1.194402,0.23663,-0.001351
-0.956119,-0.670075,-0.263577,1.473362,-0.259882,0.199743,0.030779,0.492673,-0.441591,0.66336,1.135614
-0.979066,-0.884693,0.388887,-0.605552,-0.513733,1.080619,-0.46848,0.652315,-1.024737,-0.608274,-0.107927
0.528948,-0.396846,-1.245558,1.096518,0.031243,-0.960556,0.018433,0.242074,-0.303733,0.081112,0.981375
0.104245,-0.027211,0.752367,-0.161711,-0.050948,0.085704,-0.331043,-0.560698,-0.086727,1.662595,0.638316
0.384918,-0.208901,-0.391275,1.261211,0.636599,-0.974628,0.684785,0.209441,-0.250878,-0.286439,0.019821
1.335169,0.814029,0.862467,-0.621957,-0.696292,0.104895,-0.014041,1.656433,-0.867336,-0.21667,-0.359577
-0.179976,-0.088262,0.530866,0.620252,-0.281491,0.658559,1.316639,-0.552753,0.241043,-0.357672,-0.480319
-0.871185,-1.178381,-1.253334,0.695057,1.027275,-1.030262,0.190957,-0.482664,0.780038,0.756616,1.17391
-1.342423,-1.356672,-0.402467,0.184856,0.853952,-1.058851,-1.156056,-0.713685,0.34029,0.458496,-1.004686
1.000955,0.403035,0.336992,-0.744493,0.655927,-0.876296,0.381602,0.251716,1.396269,0.689984,-0.270355
-0.522759,0.963486,-0.551439,-0.382323,0.453204,0.172908,0.199823,-0.171758,0.554634,-0.452073,-0.070517
-0.633674,1.499565,1.101701,-0.214873,-0.261703,0.156718,0.707515,0.231828,0.549443,0.008529,-0.66708
-0.799567,0.111179,-0.49955,0.64324,-1.216871,0.686476,0.99871,0.398834,-0.498526,-0.420193,-0.629695
0.217649,0.215897,-1.503106,-0.474417,-1.01614,-0.277115,-0.203014,0.550731,0.699279,-0.004601,-0.54429
-1.116597,0.158161,-0.427722,0.060298,-0.218781,-0.081319,-0.456372,0.360855,-0.870185,-0.925722,-0.511183
0.026859,-0.054629,0.425153,0.522143,-0.106397,0.688748,-0.049215,-0.878161,0.182196,-0.333518,-0.642793
-1.914565,-0.627995,-0.402864,0.734307,0.750316,-0.314908,-0.808959,-0.274016,0.108019,0.452379,0.146669
0.073708,-0.50652,-0.441434,0.238461,-0.360751,0.734991,-0.729037,0.403171,0.113729,0.365025,-0.119082
0.73467,-1.009441,1.295416,-1.019458,-0.344139,0.933592,-0.201999,-1.226113,0.106454,0.529986,0.927084
0.661376,0.28418,0.548472,-0.696518,-0.102583,-1.533717,0.403575,0.086149,-0.1839,-0.040852,0.131531
0.777484,0.321864,1.923603,-0.588892,1.090169,-1.424056,0.921141,0.537118,0.54023,0.153739,-0.246332
-0.955532,-0.83429,-0.171518,1.07819,0.881339,-0.697261,-0.713573,-0.079686,-0.969525,0.434734,-0.26456
0.336794,-0.583398,0.13061,0.59745,0.134734,1.130968,-0.517531,-0.668041,-0.187172,0.454496,0.042964
0.526043,0.116026,0.106317,0.965204,-0.341592,0.057408,-1.239988,-0.276764,-1.156107,-0.319587,-0.094146
1.177233,0.340507,-1.479529,-0.16478,-0.238741,-0.109554,-0.131794,0.281616,0.745405,-0.21364,-0.420161
0.91141,-0.122257,0.56305,-0.227485,-0.756215,-0.576261,-0.519702,0.869308,-0.776603,-0.293112,0.72639
0.735896,1.047864,0.362749,-1.181135,-0.604669,1.578547,1.305956,1.089925,-0.226213,-0.355755,-0.371724
-0.097322,-0.917807,-0.88174,0.734733,0.748469,0.241321,0.014464,-1.068014,1.434352,0.460773,0.945258
0.929124,0.306258,-0.179623,-0.793975,-0.530823,0.395821,1.147741,-0.641462,0.823519,1.199671,-0.581266
2.481069,0.128492,-0.496101,0.174044,-0.892404,0.917083,-0.254576,0.001538,-0.228433,0.50851,-0.199853
-0.310656,-0.543616,-0.390449,0.040142,0.404564,-0.619366,-0.086154,0.552897,-0.336427,-0.2564,-0.399291
-0.707147,-0.48463,-0.595108,-0.161083,0.866314,-1.080937,0.700528,-0.636527,0.551687,0.864772,0.77807
-2.727008,-0.71582,0.042231,0.084429,1.602091,-1.130925,0.261956,-0.808979,0.958125,0.293302,1.156399
-0.302028,0.780637,-0.026336,0.515034,0.384692,-0.498919,0.448511,0.562176,-0.226062,-0.814513,-0.119357
1.244385,-0.122013,0.313858,0.112936,0.414161,-0.837872,-0.192837,-1.386683,1.60298,-0.363774,0.4069
-2.493652,-1.525552,1.223718,-1.006908,0.500343,-0.701077,-1.416749,-0.718002,0.889797,1.202427,1.120364
-0.95206,-0.846675,-0.891142,0.173014,0.310036,1.021661,-0.177355,-1.284323,-0.272309,0.699141,0.459787
0.246476,1.318517,1.452081,-0.845324,-0.650388,0.391546,0.922419,1.093282,-1.711726,-0.719161,-0.485548
1.227568,0.406685,-0.593295,-0.478544,-1.222334,-0.924277,-1.175191,1.248724,-1.283731,-0.430619,-1.093165
2.034104,0.450493,0.6131,-0.0221,-0.008042,-0.030659,0.458925,0.390011,-0.171594,-0.529561,-0.082914
-0.403589,-0.816507,0.530347,-0.431219,0.290803,-0.010752,0.612708,-0.053749,0.378863,-0.128004,0.894523
-0.666937,0.230211,-0.141869,0.472461,-1.76365,0.423538,-0.287341,1.199411,0.084502,-0.932704,-0.451527
-1.11215,-0.489149,0.0069,-0.666643,0.754804,-0.779035,-0.805309,-0.098436,0.836152,0.732639,1.411751
-1.783897,-0.403065,-0.683168,0.667662,0.579269,1.357786,0.447106,-0.924976,0.051726,0.351142,0.599412
-1.926658,-0.113471,0.294074,-0.849053,-0.258984,0.274117,-0.389256,0.524762,-0.01727,-0.335807,0.450434
-1.762073,-1.328334,-0.079131,0.486809,0.584894,-0.020121,-0.235745,-1.62826,-0.647101,0.859876,-0.214344
1.091202,0.71791,0.005256,0.622022,-0.570231,0.181118,-0.254219,-0.126829,0.643318,0.926292,-0.118519
1.053682,0.66671,0.63431,0.587303,0.345427,-1.189503,-0.650742,1.066974,-0.524317,0.371975,-0.425684
-0.141618,0.381347,0.499971,0.724691,-0.447633,0.923525,0.664345,0.283024,-1.328836,-0.963642,0.103648
0.978525,0.887336,-0.233826,0.101636,-0.009526,0.879824,0.095272,-1.099221,0.690689,-0.634041,0.356243
-0.326687,1.093762,0.292879,-0.909891,-0.551981,0.736393,0.810136,-0.4683,-1.16082,-0.556905,-0.673929
